AIRCRAFT_ID,PRICE,START_OF_SERVICE,END_OF_SERVICE,TOTAL_FLIGHTS,Date Completed,Manufacturer,Model,Physical Class (Engine Type),# Engines,"Approach Speed
(Vref)","Wingspan, ft",Wingtip Configuration,"Length, ft","Tail Height, ft
(@ OEW)","Wheelbase, ft",Cockpit to Main Gear (CMG),"MGW
(Outer to Outer)",MTOW,"Max Ramp
Max Taxi",Main Gear Configuration,ICAO/FAA Code,ATCT Weight Class
428,225,11/5/1986,27/8/2015,888,7-Sep,Cessna,162 Skycatcher,Piston,1,51,30,no winglets,22.8,8.54,tbd,tbd,tbd,"1,320","1,320",S,C162,Small Eqpt
429,814,9/15/1966,24/7/2011,917,7-Sep,Cessna,172 Cutlass and Cutlass RG,Piston,1,62,36.08,no winglets,27.17,8.92,tbd,tbd,tbd,"2,650","2,650",S,"C172, C72R",Small Eqpt
430,705,9/1/1989,18/10/2011,754,7-Sep,Cessna,175 Skylark,Piston,1,56,36.17,no winglets,25,8.5,tbd,tbd,tbd,"2,500","2,500",S,C175,Small Eqpt
431,119,12/27/1980,24/11/2016,691,7-Sep,Cessna,177 Cardinal,Piston,1,52,35.5,no winglets,27.25,8.58,tbd,tbd,tbd,"2,500","2,500",S,C177,Small Eqpt
432,638,2/25/1982,1/2/2011,815,7-Sep,Cessna,177 Cardinal RG,Piston,1,65,35.5,no winglets,27.25,8.58,tbd,tbd,tbd,"2,800","2,800",S,C177,Small Eqpt
433,337,1/12/1984,7/5/2014,800,7-Sep,Cessna,180 Skywagon,Piston,1,64,35.83,no winglets,25.63,7.75,tbd,tbd,tbd,"2,800","2,800",S,C180,Small Eqpt
434,1026,7/6/1985,24/6/2013,807,7-Sep,Cessna,185 Skywagon,Piston,1,64,35.83,none,25.63,7.75,tbd,tbd,tbd,"3,350","3,350",S,C185,Small Eqpt
435,396,8/9/1961,28/9/2013,789,7-Sep,Cessna,185 Skywagon (A185 Agcarryall),Piston,1,64,35.83,none,25.75,7.75,tbd,tbd,tbd,"3,350","3,350",S,C185,Small Eqpt
436,921,3/12/1970,18/9/2011,976,7-Sep,Cessna,185 Skywagon Amphibian,Piston,1,64,35.83,none,27.5,12.67,tbd,tbd,tbd,"3,265","3,265",S,C185,Small Eqpt
437,306,7/19/1972,7/3/2010,829,7-Sep,Cessna,185 Skywagon Floatplane,Piston,1,64,35.83,none,27,12.17,tbd,tbd,tbd,"3,320","3,320",S,C185,Small Eqpt
438,259,4/28/1975,14/7/2014,914,7-Sep,Cessna,188 AG Truck/AG Wagon,Piston,1,65,41.67,none,26.25,7.71,tbd,tbd,tbd,"4,200","4,200",S,tbd,Small Eqpt
439,388,3/3/1980,3/7/2010,707,7-Sep,Cessna,190/195 Businessliner,Piston,1,52,36.17,none,27.33,7.17,tbd,tbd,tbd,"3,350","3,350",S,C195,Small Eqpt
440,166,8/26/1972,26/11/2012,815,7-Sep,Cessna,205 Skywagon/206 Stationair,Piston,1,52,36.17,none,27.33,7.17,tbd,tbd,tbd,"3,300","3,300",S,tbd,Small Eqpt
441,823,9/15/1977,11/11/2016,919,7-Sep,Cessna,"206 Stationair, 206H Stationair, T206H Turbo Stationair",Piston,1,70,36,none,28.25,9.29,5.77,5.77,8.09,"3,600","3,617",S,C206,Small Eqpt
442,193,6/20/1985,1/8/2013,651,7-Sep,Cessna,207 Skywagon,Piston,1,70,36.17,none,27.33,7.17,tbd,tbd,tbd,"3,800","3,812",S,C207,Small Eqpt
443,176,1/10/1980,30/11/2014,891,7-Sep,Cessna,"210 Centurion (1985 P-210R), 210 Turbo",Piston,1,75,36.75,none,28.25,9.67,tbd,tbd,tbd,"4,000","4,100",S,"C210, C10T",Small Eqpt
444,895,6/11/1988,27/3/2015,894,,Cessna,303 (T303) Crusader,Piston,2,,,,,,,,,,,,C303,Small Eqpt
445,632,5/6/1964,18/8/2017,989,,Cessna,320 Skynight,Piston,2,,,tip tanks,,,,,,,,,C320,Small Eqpt
446,318,6/23/1966,16/4/2010,873,,Cessna,335            --- COPY 340 ___________,Piston,2,,,tip tanks,,,,,,,,,C335,Small Eqpt
447,245,8/6/1986,3/5/2015,528,14-Sep,Cessna,425 Corsair/Conquest I,Turboprop,2,98,44.17,none,35.83,12.58,tbd,tbd,tbd,"8,600","8,675",S,C425,Medium Commuter Eqpt
448,203,10/16/1978,3/5/2013,980,15-Sep,Cessna,A-37  Dragonfly,Jet,2,127,35.86,tip tanks,28.28,8.86,tbd,tbd,tbd,"14,000",tbd,S,tbd,tbd
449,666,5/12/1990,16/6/2010,901,15-Sep,Cessna,Citation CJ2+                    (Model C525A),Jet,2,114,49.83,no winglets,47.67,14,17.83,17.83,15.92,"12,500","12,625",S,C25A,Small Eqpt
450,452,2/14/1985,16/5/2015,916,15-Sep,Cessna,"Citation Encore, Encore+",Jet,2,108,54.75,no winglets,48.92,15.17,20.08,20.08,13.33,"16,830","17,030",S,C560,tbd
451,485,3/16/1984,6/8/2011,817,15-Sep,Cessna,Citation Excel,Jet,2,107,55.71,no winglets,51.79,17.21,21.92,21.92,14.92,"20,000","20,200",S,C560,Medium Commuter Eqpt
452,440,9/16/1976,18/9/2017,691,15-Sep,Cessna,Citation Hemisphere,Jet,2,,tbd,winglets,tbd,tbd,tbd,tbd,tbd,tbd,tbd,D,tbd,tbd
453,214,2/8/1973,15/9/2016,710,15-Sep,Cessna,Citation Latitude,Jet,2,,72.33,tips curved up,62.25,20.92,27,27,10,"30,800","31,050",D,C68A,Medium Commuter Eqpt
454,597,12/1/1977,28/10/2016,634,15-Sep,Cessna,Citation Longitude,Jet,2,,68.92,winglets,73.17,19.42,31.58,31.58,9.67,tbd,tbd,D,tbd,tbd
455,831,3/6/1975,13/7/2010,945,15-Sep,Cessna,Citation Mustang               (Model C510),Jet,2,105,43.17,no winglets,40.58,13.42,14.33,14.33,11.83,"8,645","8,730",S,C510,Medium Commuter Eqpt
456,578,1/7/1982,22/5/2011,549,15-Sep,Cessna,Citation Sovereign,Jet,2,108,63.33,no winglets,63.5,20.33,27.58,27.58,10,"30,300","30,550",D,C680,Medium Commuter Eqpt
457,650,12/14/1989,22/8/2010,751,15-Sep,Cessna,Citation Sovereign+,Jet,2,108,72.33,tips curved up,63.5,20.33,27.83,27.83,10,"30,775","31,025",D,C680,Medium Commuter Eqpt
458,130,3/3/1961,7/3/2011,600,15-Sep,Cessna,Citation Ultra Encore,Jet,2,107,52.17,no winglets,48.9,15,19.9,19.9,13.33,"16,630","16,830",S,C560,Medium Commuter Eqpt
459,229,5/7/1988,16/2/2015,536,15-Sep,Cessna,"Citation V, Ultra",Jet,2,107,52.17,no winglets,48.9,15,19.9,19.9,17.58,"16,300","16,500",S,C560,Medium Commuter Eqpt
460,466,9/25/1969,20/7/2012,571,15-Sep,Cessna,Citation X,Jet,2,112,63.58,no winglets,72.33,19.25,28.67,28.67,10.58,"36,100","36,400",D,C750,Medium Commuter Eqpt
461,623,10/25/1971,13/10/2017,654,15-Sep,Cessna,Citation X+,Jet,2,132,69.17,winglets,73.58,19.25,29.92,29.92,10.58,"36,600","36,900",D,C750,Medium Commuter Eqpt
462,657,9/14/1973,16/10/2010,747,15-Sep,Cessna,CitationJet,Jet,2,107,46.79,no winglets,42.58,13.77,15.33,15.33,13,"10,400","10,500",S,C525,tbd
463,932,7/27/1961,1/2/2016,583,,Cirrus,SR20,Piston,1,,,,,,,,,,,,SR20,Small Eqpt
464,1036,12/20/1973,5/2/2013,795,,Cirrus,SR22,Piston,1,,,,,,,,,,,,SR22,Small Eqpt
465,698,5/9/1962,28/8/2016,964,,Cirrus,SR22T,Piston,1,,,,,,,,,,,,S22T,Small Eqpt
466,761,10/1/1971,9/7/2017,952,,Cirrus,Vision Jet,,,,,,,,,,,,,,tbd,tbd
467,256,9/3/1966,2/2/2015,578,,Convair (General Dynamics),240,,,107,91.8,,,26.9,,,,"41,790",,,CVLP,tbd
468,414,12/27/1975,10/8/2013,606,,Convair (General Dynamics),340,,,104,105.33,,,28.17,,,,"49,700",,,CVLP,tbd
469,926,6/25/1970,27/2/2014,573,,Convair (General Dynamics),440,,,106,105.33,,,28.17,,,,"49,700",,,CVLP,tbd
470,140,10/30/1975,14/2/2013,679,,Convair (General Dynamics),580,,,107,105.3,,,29.2,,,,"54,600",,,CVLT,tbd
471,130,6/19/1966,7/12/2012,738,,Convair (General Dynamics),Convair 880,,,155,120,,,36,,,,"193,500",,,tbd,tbd
472,187,8/28/1967,9/9/2017,788,,Convair (General Dynamics),Convair 880,,,,,,,,,,,,,,tbd,tbd
473,600,6/11/1987,30/4/2012,894,,Convair (General Dynamics),Convair 890,,,,,,,,,,,,,,tbd,tbd
474,803,5/31/1961,9/2/2013,757,,Convair (General Dynamics),Convair 990 Coronado,,,156,120,,,39.5,,,,"255,000",,,tbd,tbd
475,553,7/16/1971,24/3/2016,755,,Convair (General Dynamics),"CVLT - Convair CV-540/580/600/640, VC-131H",Piston,2,,,,,,,,,,,,CVLT,Large Commuter Eqpt
476,471,10/19/1981,11/4/2012,906,7-Jul,Cubcrafters,XCub (CC19-180),Piston,1,60,34.33,no winglets,23.83,8.33,,,,"2,300","2,300",S,tbd,tbd
477,860,8/21/1965,13/6/2014,863,,Daher-Socata,TB-21 Trinadad,Piston,1,,,,,,,,,,,,TRIN,Small Eqpt
478,398,9/7/1979,15/9/2016,660,,Daher-Socata,TBM 700,Turboprop,1,,,,,,,,,,,,TBM7,Medium Commuter Eqpt
479,976,8/31/1988,3/4/2017,784,,Daher-Socata,TBM 850,Turboprop,1,85,41.6,no winglets,34.9,14.3,,,,"7,394","7,430",S,TBM8,Medium Commuter Eqpt
480,490,5/6/1986,2/2/2010,755,,Daher-Socata,TBM 900,Turboprop,1,85,42.1,winglets,35.22,14.29,9.56,9.56,12.71,"7,394","7,430",S,TBM9,Medium Commuter Eqpt
481,393,5/6/1961,7/8/2017,977,,Daher-Socata,TBM 910,Turboprop,1,,,,,,,,,,,,TBM9,Medium Commuter Eqpt
482,486,11/28/1961,29/4/2013,609,,Daher-Socata,TBM 930,Turboprop,1,,,,,,,,,,,,TBM9,Medium Commuter Eqpt
483,670,4/8/1982,27/11/2010,936,,Dassault Aviation,1150 ATLANTIC,Piston,2,130,119.08,tbd,tbd,37.08,tbd,tbd,tbd,"95,902",tbd,tbd,tbd,tbd
484,228,10/7/1986,11/9/2016,989,19-Sep,Dassault Aviation,Falcon 2000DX,Jet,2,111,63.42,no winglets,66.33,23.17,tbd,tbd,tbd,"41,000",tbd,D,F2TH,Medium Commuter Eqpt
485,1029,7/21/1977,8/8/2014,885,19-Sep,Dassault Aviation,Falcon 2000S,Jet,2,107,70.17,winglets,66.33,23.17,tbd,tbd,tbd,"41,000",tbd,D,F2TH,Medium Commuter Eqpt
486,130,9/16/1967,10/8/2012,659,19-Sep,Dassault Aviation,Falcon 2000XLS,Jet,2,105,70.17,winglets,66.33,23.17,tbd,tbd,tbd,"42,800",tbd,D,F2TH,Medium Commuter Eqpt
487,95,8/16/1989,24/10/2010,652,19-Sep,Dassault Aviation,Falcon 50,Jet,3,113,61.88,no winglets,60.76,22.9,tbd,tbd,tbd,"38,800",tbd,D,FA50,Medium Commuter Eqpt
488,348,10/14/1990,7/8/2016,968,19-Sep,Dassault Aviation,Falcon 50EX,Jet,2,113,61.88,no winglets,60.76,22.9,tbd,tbd,tbd,"39,708",tbd,D,tbd,tbd
489,431,9/17/1985,10/12/2012,909,19-Sep,Dassault Aviation,Falcon 5X,Jet,2,105,85.11,winglets,82.6,24.6,tbd,tbd,tbd,"69,600",tbd,D,tbd,tbd
490,179,6/24/1985,23/6/2012,661,19-Sep,Dassault Aviation,Falcon 7X,Jet,3,104,86,winglets,76.08,25.67,tbd,tbd,tbd,"70,000",tbd,D,FA7X,Medium Commuter Eqpt
491,164,11/25/1977,4/7/2011,606,19-Sep,Dassault Aviation,Falcon 8X,Jet,3,106,86.25,winglets,80.2,26.1,tbd,tbd,tbd,"73,000",tbd,D,tbd,tbd
492,503,1/21/1989,6/4/2010,536,19-Sep,Dassault Aviation,Falcon 900B,Jet,3,111,63.42,no winglets,66.33,24.79,tbd,tbd,tbd,"45,503",tbd,D,F900,Medium Commuter Eqpt
493,906,12/8/1975,27/11/2015,704,19-Sep,Dassault Aviation,Falcon 900LX,Jet,3,110,70.17,winglets,66.31,24.75,tbd,tbd,tbd,"49,000",tbd,D,F900,Medium Commuter Eqpt
494,652,3/12/1962,31/5/2017,619,,Dassault Aviation,Falcon/Mystere 10,Jet,2,104,42.92,tbd,tbd,15.08,tbd,tbd,tbd,"18,300",tbd,tbd,FA10,Medium Commuter Eqpt
495,574,4/29/1961,27/2/2012,554,,Dassault Aviation,Falcon/Mystere 20,Jet,2,107,53.5,tbd,tbd,17.42,tbd,tbd,tbd,"28,660",tbd,tbd,FA20,Medium Commuter Eqpt
496,828,10/26/1989,7/1/2017,931,,Dassault Aviation,MERCURE,,,117,100.25,,,37.33,,,,"119,048",,,tbd,tbd
497,494,2/2/1986,30/4/2015,842,,De Havilland,D.H.C.,,,77,95.63,,,31.75,,,,"28,765",,,tbd,tbd
498,1092,9/13/1981,30/12/2010,904,23-Aug,De Havilland,Dash 7 100/101,Turboprop,,83,93,no winglets,80.5,26.17,26.08,26.08,28.12,"44,000","44,000",D,DHC7,tbd
499,812,6/10/1976,6/9/2011,805,23-Aug,De Havilland,Dash 7-150/151,Turboprop,,83,93,no winglets,80.5,26.17,26.08,26.08,28.12,"47,000","47,000",D,DHC7,tbd
500,891,6/16/1962,27/4/2017,673,,De Havilland,DHC-104 DOVE 8,,,84,57,,,13.3,,,,"8,950",,,DOVE,tbd
501,490,5/6/1975,23/12/2011,838,,De Havilland,DHC-106 COMET 4C,,,108,115,,,29.5,,,,"162,000",,,tbd,tbd
502,912,8/4/1978,22/12/2011,968,,De Havilland,DHC-114 HERON 2,,,85,71.5,,,15.6,,,,"13,500",,,HERN,tbd
503,964,10/8/1976,30/6/2013,995,,De Havilland,DHC-2 Beaver,Piston,,50,48,,,9,,,,"5,100",,,DHC2,Medium Commuter Eqpt
504,442,12/27/1988,7/9/2011,562,,De Havilland,DHC-4 CARIBOU,,,77,95.67,,,31.75,,,,"28,500",,,DHC4,tbd
505,637,7/17/1983,27/9/2015,830,,De Havilland,DHC-5D BUFFALO,,,91,96,,,28.7,,,,"49,200",,,tbd,tbd
506,145,2/22/1964,12/2/2012,576,,De Havilland,DHC-6-300 Twin Otter,,,75,65,,,19.5,,,,"12,500",,,DHC6,tbd
507,274,8/16/1982,22/8/2015,648,25-Oct,Diamond,DA20 Katana,Piston,1,59,35.67,no winglets,23.33,6.92,tbd,tbd,tbd,"1,764","1,770",S,DA20,Small Eqpt
508,143,12/18/1969,18/4/2012,892,25-Oct,Diamond,DA40 Tundra or NG,Piston,1,87,38.17,winglets,26.42,6.5,tbd,tbd,tbd,"2,888","2,888",S,DA40,Small Eqpt
509,149,6/23/1964,23/7/2012,835,25-Oct,Diamond,DA40 XLT,Piston,1,77,39.17,winglets,26.25,6.5,tbd,tbd,tbd,"2,646","2,655",S,DA40,Small Eqpt
510,546,7/30/1976,13/1/2010,934,25-Oct,Diamond,DA42 Twin Star,Piston,2,88,44.5,winglets,28.08,8.17,tbd,tbd,tbd,"4,407","4,407",S,DA42,Small Eqpt
511,688,10/26/1982,20/7/2016,695,25-Oct,Diamond,DA50 SuperStar,Piston,1,90,38.33,,28.92,7.25,tbd,tbd,tbd,"2,200","2,200",S,tbd,tbd
512,844,10/23/1981,24/6/2016,773,25-Oct,Diamond,DA50-V,Piston,1,90,44,winglets,29.5,9.42,tbd,tbd,tbd,"2,712","2,712",S,tbd,tbd
513,258,1/3/1983,22/1/2016,539,25-Oct,Diamond,DA62,Piston,2,91,47.83,winglets,30.08,9.25,tbd,tbd,tbd,"5,071","5,071",S,tbd,tbd
514,609,6/7/1988,15/2/2013,834,25-Oct,Diamond,HK36 Super Dimona (powered glider),Piston,1,57,53.58,no winglets,23.83,6.25,tbd,tbd,tbd,"1,698","1,698",S,tbd,tbd
515,668,12/27/1987,17/6/2017,645,25-Oct,Eclipse Aerospace,Eclipse 500,Jet,2,90,37.25,tip tanks,33.08,11,tbd,tbd,tbd,"5,950","5,950",S,EA50,Medium Commuter Eqpt
516,939,10/2/1976,1/6/2011,986,,Eclipse Aerospace,Eclipse 550,Jet,,,,,,,,,,,,,E550,Small Eqpt
517,435,12/12/1983,14/9/2017,668,25-Oct,Embraer,EMB 121 XINGU II,Jet,2,99,48.67,no winglets,44.08,15.58,tbd,tbd,tbd,"13,536","13,536",S,tbd,tbd
518,252,6/26/1971,3/12/2011,989,29-Jul,Embraer,EMB-110 Bandeirante,Jet,2,92,50.25,no winglets,50.33,16.17,17,17,17,"13,010",tbd,S,E110,Large Commuter Eqpt
519,887,2/27/1963,6/3/2012,737,29-Jul,Embraer,EMB-120 Brasilia (ER Model),Jet,2,113,64.92,no winglets,65.67,21.43,22.9,22.9,23.48,"26,433","26,610",D,E120,Large Commuter Eqpt
520,878,4/6/1979,2/8/2014,919,2-Aug,Embraer,"EMB-170 LR, SU, or SE",Jet,2,124,85.33,winglets,98.08,32.25,34.83,38.75,20.5,"82,012","82,365",D,tbd,tbd
521,569,2/1/1974,6/11/2014,679,2-Aug,Embraer,EMB-175 AR,Jet,2,124,85.33,winglets,103.92,32.33,37.42,41.33,20.5,"89,000","89,353",D,tbd,tbd
522,387,8/25/1981,5/4/2012,960,2-Aug,Embraer,"EMB-175 AR, extended wingtips",Jet,2,124,93.92,extended wingtip,103.92,32.33,37.42,41.33,20.5,"89,000","89,353",D,tbd,tbd
523,938,2/21/1983,28/6/2010,771,2-Aug,Embraer,EMB-175 LR,Jet,2,124,85.33,winglets,103.92,32.33,37.42,41.33,20.5,"85,517","85,810",D,tbd,tbd
524,721,7/13/1962,3/3/2015,919,2-Aug,Embraer,"EMB-175 LR, extended wingtips",Jet,2,124,93.92,extended wingtip,103.92,32.33,37.42,41.33,20.5,"85,517","85,810",D,tbd,tbd
525,835,2/16/1987,29/4/2015,909,2-Aug,Embraer,EMB-175 Standard,Jet,2,124,85.33,winglets,103.92,32.33,37.42,41.33,20.5,"82,673","83,026",D,tbd,tbd
526,171,8/11/1976,9/6/2011,707,2-Aug,Embraer,"EMB-175 Standard, extended wingtips",Jet,2,124,93.92,extended wingtip,103.92,32.33,37.42,41.33,20.5,"82,673","83,026",D,tbd,tbd
527,96,9/20/1983,22/4/2011,947,2-Aug,Embraer,EMB-175-E2,Jet,2,124,101.67,no winglets,106,32.67,tbd,tbd,tbd,"98,436",tbd,D,tbd,tbd
528,645,1/31/1967,23/4/2010,531,2-Aug,Embraer,EMB-190 AR,Jet,2,124,94.25,winglets,118.92,34.58,45.33,49.25,23.67,"114,199","114,552",D,tbd,tbd
529,290,7/29/1981,13/7/2015,546,2-Aug,Embraer,EMB-190 LR,Jet,2,124,94.25,winglets,118.92,34.58,45.33,49.25,23.67,"110,892","111,245",D,tbd,tbd
530,371,8/9/1963,19/7/2015,927,2-Aug,Embraer,EMB-190 Standard,Jet,2,124,94.25,winglets,118.92,34.58,45.33,49.25,23.67,"105,359","105,712",D,tbd,tbd
531,423,8/24/1980,24/9/2017,766,2-Aug,Embraer,EMB-190-E2,Jet,2,124,101.67,no winglets,106,32.67,tbd,tbd,tbd,"123,900",tbd,D,tbd,tbd
532,930,1/31/1986,1/4/2010,833,2-Aug,Embraer,EMB-195 AR,Jet,2,124,94.25,winglets,126.83,34.58,48.03,51.95,23.67,"115,280","115,632",D,tbd,tbd
533,392,7/11/1964,6/2/2010,601,2-Aug,Embraer,EMB-195 LR,Jet,2,124,94.25,winglets,126.83,34.58,48.03,51.95,23.67,"111,973","112,326",D,tbd,tbd
534,487,10/23/1981,29/11/2011,882,2-Aug,Embraer,EMB-195 Standard,Jet,2,124,94.25,winglets,126.83,34.58,48.03,51.95,23.67,"107,564","107,916",D,tbd,tbd
535,132,10/16/1980,18/5/2011,510,2-Aug,Embraer,EMB-195-E2,Jet,2,124,101.67,no winglets,106,32.67,tbd,tbd,tbd,"129,411",tbd,D,tbd,tbd
536,846,2/14/1964,22/9/2011,616,2-Aug,Embraer,ERJ-135 ER,Jet,2,124,65.75,no winglets,86.42,22.17,40.75,40.75,15.72,"41,888","42,108",D,E135,Large Commuter Eqpt
537,211,1/26/1988,21/5/2010,770,2-Aug,Embraer,ERJ-135 LR,Jet,2,124,65.75,no winglets,86.42,22.17,40.75,40.75,15.72,"44,092","44,313",D,E35L,Large Commuter Eqpt
538,468,10/22/1972,13/1/2014,616,2-Aug,Embraer,ERJ-140 ER,Jet,2,124,65.75,no winglets,93.42,22.17,40.75,40.75,15.72,"44,312","44,533",D,E135,Large Commuter Eqpt
539,1043,10/5/1988,16/9/2011,867,2-Aug,Embraer,ERJ-140 LR,Jet,2,124,65.75,no winglets,93.42,22.17,40.75,40.75,15.72,"46,517","46,738",D,E135,Large Commuter Eqpt
540,1041,8/2/1990,25/6/2012,991,7-Nov,Embraer,ERJ-145 EP,Jet,2,124,65.75,no winglets,98,22.17,47.42,47.42,15.72,"46,275","46,495",D,E145,Large Commuter Eqpt
541,465,4/5/1983,6/4/2011,828,2-Aug,Embraer,ERJ-145 ER,Jet,2,124,65.75,no winglets,98,22.17,47.42,47.42,15.72,"45,415","45,636",D,tbd,tbd
542,116,4/12/1972,10/1/2012,706,7-Nov,Embraer,ERJ-145 EU,Jet,2,124,65.75,no winglets,98,22.17,47.42,47.42,15.72,"44,070","44,291",D,tbd,tbd
543,439,10/29/1987,4/3/2011,735,2-Aug,Embraer,ERJ-145 LR,Jet,2,124,65.75,no winglets,98,22.17,47.42,47.42,15.72,"48,502","48,722",D,tbd,tbd
544,1045,5/3/1983,14/11/2017,500,7-Nov,Embraer,ERJ-145 LU,Jet,2,124,65.75,no winglets,98,22.17,47.42,47.42,15.72,"48,480","48,700",D,tbd,tbd
545,209,11/3/1969,1/6/2011,758,7-Nov,Embraer,ERJ-145 MK,Jet,2,124,65.75,no winglets,98,22.17,47.42,47.42,15.72,"44,070","44,291",D,tbd,tbd
546,1078,12/4/1966,21/8/2014,898,7-Nov,Embraer,ERJ-145 MP,Jet,2,124,65.75,no winglets,98,22.17,47.42,47.42,15.72,"46,275","46,495",D,tbd,tbd
547,995,5/20/1964,15/2/2013,974,2-Aug,Embraer,ERJ-145 XR,Jet,2,124,68.92,no winglets,98,22.17,47.42,47.42,15.72,"53,131","53,352",D,tbd,tbd
548,1063,5/25/1968,17/5/2010,723,25-Oct,Embraer,Ipanema 201 (Ag Sprayer),Piston,1,65,37.75,no winglets,24.42,7.25,18.42,18.42,6.33,"3,968","3,968",S,tbd,tbd
549,479,2/4/1980,23/2/2017,622,25-Oct,Embraer,Ipanema 202 (Ag Sprayer),Piston,1,65,38.33,winglets,24.42,7.25,18.42,18.42,6.33,"3,969","3,969",S,tbd,tbd
550,432,1/18/1965,14/11/2017,886,25-Oct,Embraer,Ipanema 203 (Ag Sprayer),Piston,1,65,43.64,winglets,26.33,8,18.42,18.42,6.33,"3,969","3,969",S,tbd,tbd
551,260,10/12/1989,27/9/2017,642,,Embraer,Legacy 450,Jet,,,,,,,,,,,,,tbd,tbd
552,761,8/1/1962,17/5/2015,992,,Embraer,Legacy 500,Jet,,,,,,,,,,,,,tbd,tbd
553,585,6/28/1987,8/3/2017,932,,Embraer,Legacy 600,Jet,,,,,,,,,,,,,tbd,tbd
554,178,6/11/1962,24/1/2014,760,,Embraer,Legacy 650,Jet,,,,,,,,,,,,,tbd,tbd
555,395,5/1/1979,27/9/2012,916,,Embraer,Lineage 1000,Jet,,,,,,,,,,,,,tbd,tbd
556,540,7/2/1968,17/5/2016,872,24-Aug,Embraer,Phenom 100,Jet,2,100,40.33,no winglets,42.08,14.25,16.83,16.83,10,"10,582","10,582",S,E50P,Small Eqpt
557,789,7/22/1985,27/5/2016,606,24-Aug,Embraer,Phenom 300,Jet,2,116,52.17,winglets,51.33,16.75,20.53,20.53,10,"17,968","18,078",S,E55P,Small Eqpt
558,937,8/9/1963,25/10/2013,964,24-Aug,Epic Aircraft,E1000,Jet,1,79,43,no winglets,35.83,12.5,tbd,tbd,tbd,"7,500","7,500",S,tbd,tbd
559,200,8/23/1977,28/11/2010,567,,Evektor,Sportstar,Piston,,,,,,,,,,,,,EVSS,Small Eqpt
560,806,7/21/1987,28/2/2010,783,,Experimental Aviation,Berkut 360,Piston,1,,,,,,,,,,,,BKUT,Small Eqpt
561,443,8/21/1971,31/3/2017,936,,Extra Aerobatic Planes,Extra 200,,,,,,,,,,,,,,tbd,tbd
562,1042,2/9/1979,9/8/2011,852,,Extra Aerobatic Planes,Extra 300 LP,,,,,,,,,,,,,,tbd,tbd
563,895,1/20/1987,20/1/2011,519,,Extra Aerobatic Planes,Extra 300 LT,,,,,,,,,,,,,,tbd,tbd
564,802,8/15/1971,6/3/2015,612,,Extra Aerobatic Planes,Extra 300 LX,,,,,,,,,,,,,,tbd,tbd
565,220,10/15/1970,24/8/2013,896,,Fairchild Dornier,328 Jet,Jet,,,,,,,,,,,,,J328,Large Commuter Eqpt
566,1004,1/7/1979,22/4/2016,546,,Fairchild Dornier,C,,,122,109.3,,,27.5,,,,"77,000",,,tbd,tbd
567,494,3/6/1990,28/8/2017,552,,Fairchild Dornier,Do 28,,,74,51,,,12.8,,,,"8,855",,,D28D,tbd
568,254,9/25/1974,7/8/2016,947,,Fairchild Dornier,DORNIER LTA,,,74,58.4,,,18.2,,,,"15,100",,,tbd,tbd
569,480,8/21/1967,28/9/2016,651,,Fairchild Dornier,FAIRCHILD C-119 ,,,122,109,,,27.5,,,,"77,000",,,tbd,tbd
570,484,4/6/1970,16/4/2017,907,,Fairchild Dornier,FAIRCHILD C-121,,,88,110,,,34.1,,,,"60,000",,,tbd,tbd
571,410,12/20/1976,30/1/2016,549,,Fairchild Dornier,FAIRCHILD F-27 A,,,109,95.2,,,27.5,,,,"42,000",,,tbd,tbd
572,955,9/11/1980,4/12/2016,851,,Fairchild Dornier,FAIRCHILD F-27J,,,109,95.2,,,27.5,,,,"42,000",,,tbd,tbd
573,603,11/1/1961,2/1/2015,717,,Fairchild Dornier,FAIRCHILD FH-227 B,,,105,95.2,,,27.5,,,,"45,500",,,tbd,tbd
574,224,5/10/1976,1/11/2012,981,,Fairchild Dornier,FAIRCHILD FH-227 D,,,105,95.2,,,27.5,,,,"43,500",,,tbd,tbd
575,705,8/4/1965,7/8/2015,523,,Fairchild Industries,A-10 Warthog,,,140,57.5,,,14.67,,,,"51,000",,,A10*,tbd
576,431,7/24/1961,1/10/2016,764,,Flight Design USA,CTLSi,Piston,1,,,,,,,,,,,,,
577,715,2/11/1964,25/8/2016,893,,Fma,FMA IA-50 GUARNI II,,,101,64.1,,,19.1,,,,"15,700",,,tbd,tbd
578,1033,3/17/1988,27/11/2012,508,,Fokker,F,,,121,82.3,,,27.1,,,,"71,000",,,tbd,tbd
579,778,6/14/1980,2/8/2012,965,,Fokker,F-100,,,,,,,,,,,,,,F100,tbd
580,908,5/17/1977,31/7/2010,764,7-Sep,Fokker,F-28-1000,Jet,2,119,77.33,no winglets,89.92,27.79,tbd,tbd,tbd,"65,000","65,000",D,tbd,tbd
581,210,8/15/1984,14/8/2015,898,7-Sep,Fokker,F-28-2000,Jet,2,119,77.33,no winglets,97.15,27.79,tbd,tbd,tbd,"65,000","65,000",D,tbd,tbd
582,885,3/24/1964,20/7/2016,946,7-Sep,Fokker,F-28-3000,Jet,2,121,82.25,no winglets,89.92,27.79,tbd,tbd,tbd,"73,000","73,000",D,tbd,tbd
583,864,12/1/1988,11/5/2013,557,7-Sep,Fokker,F-28-4000,Jet,2,121,82.25,no winglets,97.15,27.79,tbd,tbd,tbd,"73,000","73,000",D,tbd,tbd
